,coffee_title,review_text,more_information
156,Hausbrandt Gourmet Columbus,"Mild, ausgewogen, wÃ¼rzig, fruchtig mit Aromen von Kakao und Lakritze.",https://kaffeezentrale.at/de/marken/hausbrandt/Columbus_1000.cfm
157,Rast Kaffeemischung Festival,Der echte Genuss fÃ¼r Kaffeekenner,https://kaffeezentrale.at/de/marken/rast/Kaffeemischung_Festival_1000.cfm
158,Sirocco Platinum Espresso,"Fruchtig, blumig, sÃ¼ss und bekÃ¶mmlich",https://kaffeezentrale.at/de/marken/sirocco/Platinum_Espresso_250.cfm
159,BlasercafÃ© OCOA Santo Domingo,"Dieter Meier & Iwan Hauck Kaffee Projekt OCOA - Geniessen Sie diese Besonderheit, oh, yeah!",https://kaffeezentrale.at/de/marken/blasercafe/OCOA_Santo_Domingo_250.cfm
160,Black and Blaze India delight,"SÃ¼ss, leicht fruchtig, orientalisch wÃ¼rzig, erinnert an ein Grand cru-Truffes ",https://kaffeezentrale.at/de/marken/black-and-blaze/India-delight-250.cfm
161,"Vertical Coffee Guatemala, La MontaÃ±a, FilterrÃ¶stung","Karamell, saftiger Apfel, Hibiskus, weicher KÃ¶rper",https://kaffeezentrale.at/de/marken/vertical-coffee/Guatemala-La-Montana-250.cfm
162,"Miro Coffee Santa Rosa, Honduras, EspressorÃ¶stung","Nussig und Noten von Brombeeren und Kakao, gut ausgewogen",https://kaffeezentrale.at/de/marken/miro-coffee/Santa-Rosa-250.cfm
163,"Henauer Kaffee Macho, P14","SÃ¼ss, leicht, komplex mit Noten von Apfel, Milchschokolade und Haselnuss",https://kaffeezentrale.at/de/marken/henauer-kaffee/Macho-250.cfm
164,Stadt RÃ¶sterei DezalÃ©,"Blumig, fruchtig, im Geschmack nach Ãpfel, Pfirsich, Vanille und Honig und im Abgang tropische FrÃ¼chte und Karamell",https://kaffeezentrale.at/de/marken/stadt-roesterei/Dezale-500.cfm
165,Claro Classico,Fruchtig mit einer feinen SÃ¤ure,https://kaffeezentrale.at/de/marken/claro/Classico_500.cfm
166,Tropical Mountains Geisha,LIMITED EDITION mit blumigen und fruchtigen Noten,https://kaffeezentrale.at/de/marken/tropical-mountains/Geisha-250.cfm
167,"Miro Coffee Boa Vista, Brasilien, EspressorÃ¶stung","schokoladig, nussig, Honig, voller KÃ¶rper",https://kaffeezentrale.at/de/marken/miro-coffee/Boa-Vista-Brasilien-Espresso-250.cfm
168,Segafredo Extra Mild,Besonders sÃ¤ure- und reizstoffarmer Kaffee - die Empfehlung fÃ¼r den empfindlichen Magen.,https://kaffeezentrale.at/de/marken/segafredo/Extra_Mild_1000.cfm
169,Kafischmitte La Sinfonia,"Schokolade, Kakao, GewÃ¼rze und getrocknete FrÃ¼chte",https://kaffeezentrale.at/de/marken/kafischmitte/La-Sinfonia-333.cfm
170,Lavazza Kafa,"Fruchtig, Noten von Jasmin, Nachgeschmack von Honig und Datteln, AnklÃ¤nge an reife FrÃ¼chte.",https://kaffeezentrale.at/de/marken/lavazza/Kafa-500.cfm
171,"Rast Yellow Bourbon, Fazienda Samambaia","SÃ¼ss, wÃ¼rzig, nussig, mittlerer KÃ¶rper und anhaltender Abgang, duftet nach rote Beeren mit Aromen von Schokolade und Honig.",https://kaffeezentrale.at/de/marken/rast/Yellow-Bourbon-250.cfm
172,Moak Soave,"stark, wÃ¼rzig dunkle Schokolade und vollmundig",https://kaffeezentrale.at/de/marken/moak/Soave-1000.cfm
173,Le Pedaleur Noir,"Nuss, Schokolade und dezente Zitrusfruchtnote mit langem samtigem Abgang.",https://kaffeezentrale.at/de/marken/le-pedaleur/Noir-250.cfm
174,SchreyÃ¶gg Espresso Decaffiniato,"wÃ¼rzig, aromatisch, intensiv, erdig. Nicht zu krÃ¤ftig, nicht zu mild.",https://kaffeezentrale.at/de/marken/schreyoegg/Espresso-Koffeinfrei-500.cfm
175,Rast Kaffeemischung Latino No 5,Die Mischung besticht durch die perfekte Ausgewogenheit,https://kaffeezentrale.at/de/marken/rast/Kaffeemischung_Latino_No_5_1000.cfm
176,Rast Kaffeemischung Latino No 2,Die Mischung besticht durch die perfekte Ausgewogenheit,https://kaffeezentrale.at/de/marken/rast/Kaffeemischung_Latino_No_2_1000.cfm
177,Bristot Rainforest,"Fruchtig, vanilieg, schokoladig und lange anhaltend",https://kaffeezentrale.at/de/marken/bristot/Rainforest_1000.cfm
178,Zermatt RÃ¶sterei Kickass,"Schokolade, Orangen, Honig, Walnuss, Melasse Noten von weissem Pfeffer und Kokos",https://kaffeezentrale.at/de/marken/zermatt-roesterei/Kickass-250.cfm
179,Jolly TSR,"wÃ¼rzig, cremig, nussig und vollmundig",https://kaffeezentrale.at/de/marken/jolly/TSR_500.cfm
180,New York Brazilian Santos,"aromatisch, weich, ausgewogen und cremig",https://kaffeezentrale.at/de/marken/new-york/Brazilian_Santos_250.cfm
181,Claro Crema,fruchtig und aromatisch,https://kaffeezentrale.at/de/marken/claro/Crema_500.cfm
182,Tropical Mountains Paradiso,"Mild, cremig, Milchschokolade und vollmundig",https://kaffeezentrale.at/de/marken/tropical-mountains/Paradiso-250.cfm
183,New York Columbia,"ausgewogen, wÃ¼rzig, sÃ¼sslich und rund",https://kaffeezentrale.at/de/marken/new-york/Columbia_250.cfm
184,"Miro Coffee Ireme, Rwanda, FilterrÃ¶stung",,https://kaffeezentrale.at/de/marken/miro-coffee/Ireme-Rwanda-Filter-250.cfm
185,Mokaflor Miscela Biologico,"schokoladig, sÃ¼ss, aromatisch und leicht fruchtig",https://kaffeezentrale.at/de/marken/mokaflor/Misela-Biologico-1000.cfm
186,"Rast Guama, Kenja, Baragwi Farmers","SÃ¼ss, malzig, fruchtig mit Citrus- und Grapefruit Aromen",https://kaffeezentrale.at/de/marken/rast/Guama-250.cfm
187,Hausbrandt Gourmet Columbus,"Mild, ausgewogen, wÃ¼rzig, fruchtig mit Aromen von Kakao und Lakritze.",https://kaffeezentrale.at/de/marken/hausbrandt/Columbus_250.cfm
188,Kafischmitte La Fruta,Der Name ist Programm: La Fruta = die Frucht. Verschiedene Beeren und tropische FrÃ¼chte. Intensiv und sÃ¼ss.,https://kaffeezentrale.at/de/marken/kafischmitte/La-Fruta-333.cfm
189,"Ojo de Cafe Colombia Tropical, FilterrÃ¶stung","Mango, Papaya, Brombeere",https://kaffeezentrale.at/de/marken/ojo-de-cafe/Colombia-Tropical-Filter-250.cfm
190,GM CaffÃ¨ Biologico,"SÃ¼ss, nussig, fruchtig mit Aromen von Lakritze",https://kaffeezentrale.at/de/marken/gm-caffe/Biologico-1000.cfm
191,Hausbrandt Academia,"vornehm, intensiv, ausgewogen",https://kaffeezentrale.at/de/marken/hausbrandt/Academia_250.cfm
192,"MAME Danilo El Diamante, FilterrÃ¶stung","Noten von Apfel, Trauben und Zimt",https://kaffeezentrale.at/de/marken/mame/El-Diamante-Filter-250.cfm
193,RickliS KaffeerÃ¶sterei Oscuro ,Dunkel gerÃ¶stete traditionelle Kaffeemischung,https://kaffeezentrale.at/de/marken/ricklis-kaffeeroesterei/Oscuro_1000.cfm
194,"Kafischmitte Kirinyaga, Kenya","ZuckersÃ¼ss, schwer, cremig, kenytypisch tomatig, dunkle Schokolade und ZitrusfrÃ¼chte.",https://kaffeezentrale.at/de/marken/kafischmitte/Ndudu-333.cfm
195,Swipala CafÃ© la Perla,"feinwÃ¼rzig, nussig, vollmundig erinnert an Mocca-Aromen",https://kaffeezentrale.at/de/marken/swipala/Perlbohnen_250.cfm
196,"Kafischmitte La Union, Guatemala","SÃ¼ss, tropische FrÃ¼chte mit einem Hauch von ""Cola-FrÃ¶schli"".  ",https://kaffeezentrale.at/de/marken/kafischmitte/La-Union-333.cfm
197,Mokaflor Miscela Rossa,"SÃ¼ss, vollmundig mit Noten von Kakao und einem leichten Nachgeschmack von ZitrusfrÃ¼chten",https://kaffeezentrale.at/de/marken/mokaflor/Misela-Rosso-1000.cfm
198,Tropical Mountains Concierto,"Cremig, vollmundig mit wÃ¼rzigen Aromen von Muskat und Zedernholz",https://kaffeezentrale.at/de/marken/tropical-mountains/Concierto-250.cfm
199,Tropical Mountains Tesoro,"Dunkle Schokolade mit Noten von Walnuss, Orangenschalen, Tabak und GewÃ¼rzen",https://kaffeezentrale.at/de/marken/tropical-mountains/Tesoro-250.cfm
200,"Ojo de Cafe Guatemala La Senda, FilterrÃ¶stung","Ein sÃ¼sser, fruchtiger und leicht floraler Filterkaffee.",https://kaffeezentrale.at/de/marken/ojo-de-cafe/Guatemala-La-Senda-Filter-250.cfm
201,Black and Blaze Season Special,"Spannende Aromen, komplexe SÃ¤uren und viel SÃ¼sse",https://kaffeezentrale.at/de/marken/black-and-blaze/Season-special-1-250.cfm
202,"Stoll Mexiko, Bio","SÃ¼ss, malzig, fruchtig, wÃ¼rzig, ausgewogen und samtig",https://kaffeezentrale.at/de/marken/stoll/Mexiko-250.cfm
203,"Kafischmitte Esperanza Natural, Costa Rica","Erdbeer- und Vanille-Softeis, Ananas, Orange",https://kaffeezentrale.at/de/marken/kafischmitte/Esperanza-Natural-333.cfm
204,"Miro Coffee Gersi, Ãthiopien, mittlere RÃ¶stung",,https://kaffeezentrale.at/de/marken/miro-coffee/Gersi-Ethiopia-250.cfm
205,"Kafischmitte Sophies Lot, Honduras","Orangen, gebrannte Mandeln und Johannisbeeren, ausgewogen mit geringer SÃ¤ure. ",https://kaffeezentrale.at/de/marken/kafischmitte/El-Volcan-333.cfm
206,Mauro De Luxe 70/30,"schokoladig, harmonisch, wÃ¼rzig, aromatisch",https://kaffeezentrale.at/de/marken/mauro/De-Luxe-250.cfm
207,"Rast Blue Mountain, Wallenford Estate","Fruchtig, sÃ¼ss, mittlerer KÃ¶rper mit starkem Abgang, duftet nach dunklen Beeren und Mandarine mit Aromen von Erdnuss, Haselnuss, Karamell und Schokolade.",https://kaffeezentrale.at/de/marken/rast/Blue-Mountain_250.cfm
208,Mauro Centopercento,"Fruchtig, blumig, intensiv und lang anhaltend",https://kaffeezentrale.at/de/marken/mauro/Centopercento-250.cfm
209,RickliS KaffeerÃ¶sterei Royal Arabica,"Ausgewogenen, rund und leicht fruchtig, perfekt fÃ¼r CafÃ© CrÃ¨me",https://kaffeezentrale.at/de/marken/ricklis-kaffeeroesterei/Royal-Arabica_1000.cfm
210,Salimbene Caffetteria,"Vollmundig, intensiv, rund und zartbitter mit starken KÃ¶rper.",https://kaffeezentrale.at/de/marken/salimbene/Caffetteria-250.cfm
211,"MAME Pearl, EspressorÃ¶stung","schokoladig, cremig, langanhaltend",https://kaffeezentrale.at/de/marken/mame/Pearl-Espresso-250.cfm
212,Zermatt RÃ¶sterei Mahorn,"Bergamotte, Schwarze Johannisbeere, Honig mit leicht blumigem Abgang",https://kaffeezentrale.at/de/marken/zermatt-roesterei/Mahorn-250.cfm
213,Rast Yirga Cheffe,"Fruchtig, starker KÃ¶rper mit einem Duft nach Jasmin und OrangenblÃ¼tte, Aromen von Limettenzeste, Pfirsich und Lakritze.",https://kaffeezentrale.at/de/marken/rast/Yirga-Cheffe_250.cfm
214,"CafÃ© Tacuba Finca los Angeles, El Salvador","Angenehme weiche SÃ¤ure, voller KÃ¶rper, Zuckerrohr, saftiger Geschmack nach Mandarine, langer sÃ¼sser Nachgeschmack.",https://kaffeezentrale.at/de/marken/cafe-tacuba/Finca-los-Angeles-250.cfm
215,"MAME Birhanu, EspressorÃ¶stung","blumig mit Geschmacksnoten von Veilchen und Heidelbeeren, cremige Textur",https://kaffeezentrale.at/de/marken/mame/Birhanu-Espresso-250.cfm
216,Bristot Speciale,"Weicher, runder und vollmundiger Kaffee. Noten von Malz, Karamell und NÃ¼ssen.",https://kaffeezentrale.at/de/marken/bristot/Speciale_1000.cfm
217,"Rast Taioba, Fazenda Agua Limpa","Starker KÃ¶rper mit langem Abgang, duftet nach dunklen Beeren und Aprikose mit Aromen von Bitterschokolade, Lebkuchen, Karamell und Kandis",https://kaffeezentrale.at/de/marken/rast/Taioba_250.cfm
218,"Vertical Coffee Breakway, EspressorÃ¶stung",Vanille und dunkler Schokoladen. Eine sÃ¼sse Tasse mit niedrigem SÃ¤uregehalt und vollem KÃ¶rper,https://kaffeezentrale.at/de/marken/vertical-coffee/Breakway-250.cfm
219,"MAME El Paraiso red, EspressorÃ¶stung","rote FrÃ¼chte, Noten von Drachenfrucht, Granatapfel und Hibiskus ",https://kaffeezentrale.at/de/marken/mame/El-Paraiso-red-Espresso-250.cfm
220,MAME Decaf mittlere RÃ¶stung,sÃ¼ss mit Noten von Marzipan und tropischen FrÃ¼chten,https://kaffeezentrale.at/de/marken/mame/Decaf-250.cfm
221,"CafÃ© Tacuba La Familia, Finca bella vista, El Salvador","Mandel, fruchtig, mittlerer weicher KÃ¶rper, Geschmack nach Zuckerrohr und Karamel, weicher sÃ¼sser Nachgeschmack.",https://kaffeezentrale.at/de/marken/cafe-tacuba/Finca-bella-vista-250.cfm
222,"La Semeuse Planadas, Kolumbien, Bio","Feine, blumige Noten von Jasmin und fruchtigen Aromen von Pfirsich und schwarzer Johannisbeere.",https://kaffeezentrale.at/de/marken/la-semeuse/Planadas-250.cfm
223,Stadt RÃ¶sterei Haus Kaffee,"Beere, Nelke, Cola, Mango, Pfirsich, roter Apfel, tropische FrÃ¼chte",https://kaffeezentrale.at/de/marken/stadt-roesterei/Shembati-24-500.cfm
224,"Henauer Kaffee San Luis, P14","Mittelstark, intensiv, komplex, ausgewogen mit Noten von Hibiskus, Nektarine und Schwarztee",https://kaffeezentrale.at/de/marken/henauer-kaffee/San-Luis-250.cfm
225,"Vertical Coffee Mexico Decaf, EspressorÃ¶stung","Brownies, Pflaumen, Lebkuchen, viel SÃ¼sse, voller KÃ¶rper",https://kaffeezentrale.at/de/marken/vertical-coffee/Mexico-Decaf-250.cfm
226,"Ojo de Cafe Colombia Geisha, FilterrÃ¶stung",Helle RÃ¶stung mit fantastischen floralen und sÃ¼ssen Noten,https://kaffeezentrale.at/de/marken/ojo-de-cafe/Colombia-Geisha-Filter-250.cfm
227,Tropical Mountains Angelito,"WÃ¼rzig, Haselnuss, Schokolade, leicht fruchtig und ausgewogen",https://kaffeezentrale.at/de/marken/tropical-mountains/Angelito-250.cfm
228,"Kafischmitte Aquiares, Costa Rica","Pflaumen, Ingwer, Lakritze. Sehr sÃ¼ss und fruchtig.",https://kaffeezentrale.at/de/marken/kafischmitte/Aquiares-333.cfm
229,Vertical Coffee Queen K,Milchschokolade und Steinobst mit vollem KÃ¶rper,https://kaffeezentrale.at/de/marken/vertical-coffee/Queen-K-Mexico-250.cfm
230,Costadoro Espresso,"vollmundig, elegant und aromatisch",https://kaffeezentrale.at/de/marken/costadoro/Caffe_250.cfm
231,"valandtins garden Isule Blend, Uganda","SÃ¼ss, krÃ¤ftig, schokoladig, ausgewogen mit einem vollen KÃ¶rper",https://kaffeezentrale.at/de/marken/valandtins-garden/Isule-Blend-500.cfm
232,"Rast Sigri, Wahgi Valley","Nussig, leicht fruchtig und hat einen gehaltvollen KÃ¶rper, duftet nach reifen Grapefruits.",https://kaffeezentrale.at/de/marken/rast/Sigri_250.cfm
233,"Miro Coffee El Palto, Peru, EspressorÃ¶stung","Birne, Grapefruit, karamellisierte Pekannuss, weicher KÃ¶rper",https://kaffeezentrale.at/de/marken/miro-coffee/El-Palto-Peru-250.cfm
234,Bristot Sublime,"Intensiv, zart und sanft zugleich. GerÃ¶stete HaselnÃ¼sse, Rohrzucker und Getrocknete FrÃ¼chte.",https://kaffeezentrale.at/de/marken/bristot/Sublime_1000.cfm
235,ParanÃ  Espresso Italiano,"vollmundig, cremig und schokoladig",https://kaffeezentrale.at/de/marken/parana/Espresso-Italiano_250.cfm
236,"MAME Full Bloom, EspressorÃ¶stung","nussig, weich, ausgewogen",https://kaffeezentrale.at/de/marken/mame/Full-Bloom-Espresso-250.cfm
237,"MAME El Paraiso red, FilterrÃ¶stung","intensiv, rote FrÃ¼chte, Noten von Drachenfrucht, Granatapfel und Hibiskus ",https://kaffeezentrale.at/de/marken/mame/El-Paraiso-red-Filter-250.cfm
238,"MAME El Paraiso pink, FilterrÃ¶stung","zitrisch, blumig mit Noten von Pfirsich",https://kaffeezentrale.at/de/marken/mame/El-Paraiso-pink-Filter-250.cfm
239,"Rast Iglesia, Finca Hamburgo","Duftet nach Honigbrot mit Aromen Limette, Assam-Tee, Mandel und Walnuss.",https://kaffeezentrale.at/de/marken/rast/Iglesia_250.cfm
240,Chicco d'Oro CaffÃ¨ Indonesia,"krÃ¤ftig, intensiv, nachhaltig mit Schokoladennoten",https://kaffeezentrale.at/de/marken/chicco-doro/Caffe-Indonesia-250.cfm
241,"Horizonte Traditional, EspressorÃ¶stung","Karamell, brauner Zucker, Nuss und sÃ¼sse Limette.",https://kaffeezentrale.at/de/marken/horizonte/Traditional-333.cfm
242,"CafÃ© Tacuba Finca la Esperanza, El Salvador","Blumig, Geschmack nach grÃ¼nen Ãpfel, voller runder KÃ¶rper, Nachgeschmack nach Mandarinen.",https://kaffeezentrale.at/de/marken/cafe-tacuba/Finca-la-Esperanza-250.cfm
243,El Imposible Roasters Karmin,Fruchtig mit Aromen von Grapefruit und Bittermandel,https://kaffeezentrale.at/de/marken/el-imposible-roasters/Karmin-250.cfm
244,"valandtins garden Isule Natural, Uganda","SÃ¼ss, krÃ¤ftig, leicht fruchtig mit einer milden SÃ¤ure",https://kaffeezentrale.at/de/marken/valandtins-garden/Isule-Natural-500.cfm
245,Salimbene Caffetteria,"Vollmundig, intensiv, rund und zartbitter mit starken KÃ¶rper.",https://kaffeezentrale.at/de/marken/salimbene/Caffetteria-500.cfm
246,Sirocco Platinum Crema,"Fruchtig, blumig, fein und bekÃ¶mmlich",https://kaffeezentrale.at/de/marken/sirocco/Platinum_Crema_250.cfm
247,"BlasercafÃ© Terroir, Kenya Kianjege","Limited Edition: Viel SÃ¼sse, fruchtig mit Noten von Hagebutten, Orangen und Cranberries. Seidiges MundgefÃ¼hl",https://kaffeezentrale.at/de/marken/blasercafe/Kenya-Kianjege-250.cfm
248,El Imposible Roasters TÃ¼rkis,Mild mit Aromen von Walnuss und Aprikose,https://kaffeezentrale.at/de/marken/el-imposible-roasters/Tuerkis-250.cfm
249,Rast Vilcabamba,"wÃ¼rzig, leicht fruchtig, lang anhaltenden, duftet blumig und nach dunkle Beeren mit Aromen von dunkle Schokolade",https://kaffeezentrale.at/de/marken/rast/Vilcabamba_250.cfm
250,"Horizonte Leal, EspressorÃ¶stung","SÃ¼ss, Schokolade, Orange und Karamell",https://kaffeezentrale.at/de/marken/horizonte/Leal-333.cfm
251,"Birchbach Barokah Bersama, Espresso","Samtig intensiv, Erdbeere und Passionsfrucht",https://kaffeezentrale.at/de/marken/birchbach/Barokah-Bersama-200.cfm
252,"Rast Vista Alegre, Fazenda Vista Alegre","WÃ¼rzig, nussig, duftet nach Cacao mit Aromen von Steinobst, Haselnuss und Honig",https://kaffeezentrale.at/de/marken/rast/Da-Lagoa-250.cfm
253,"Ojo de Cafe Panama Drima Zede, FilterrÃ¶stung",Sehr experimenteller Competition Coffee fÃ¼r Filtermethoden. ,https://kaffeezentrale.at/de/marken/ojo-de-cafe/Drima-Zede-Filter-250.cfm
254,Diemme Winter Blend,,https://kaffeezentrale.at/de/marken/diemme/Winter-Blend-500.cfm
255,"BlasercafÃ© Terroir, Yemen Haraaz Sharqi","Limited Edition: SÃ¼sse GewÃ¼rze, schokoladig mit Noten von Caramel, Steinobst und brauner Zucker. Cremiges, samtiges MundgefÃ¼hl",https://kaffeezentrale.at/de/marken/blasercafe/Haraaz-Sharqi-250.cfm
256,"Vertical Coffee Brazil Diamond, EspressorÃ¶stung",Haselnuss und Milchschokolade. Eine sÃ¼sse und ausgewogene Tasse mit cremigem KÃ¶rper,https://kaffeezentrale.at/de/marken/vertical-coffee/Brazil-Diamond-Espresso-250.cfm
257,Zermatt RÃ¶sterei Maddog,"Schokolade, NÃ¼sse, Orangen, Melasse Noten von weissem Pfeffer und Kokos.",https://kaffeezentrale.at/de/marken/zermatt-roesterei/Maddog-250.cfm
258,"La Semeuse Echemo, Ãthopien, Bio","Vollmundig, fruchtig, wÃ¼rzig, Aromen mit Noten von Grapefruit und Schokolade im Abgang",https://kaffeezentrale.at/de/marken/la-semeuse/Dulli-250.cfm
259,GM CaffÃ¨ Black Pearl,"Sondereditionen: Stark, vollmundig mit Noten von Bitterschokolade und Lakritze",https://kaffeezentrale.at/de/marken/gm-caffe/Black-Pearl-1000.cfm
260,"CafÃ© Tacuba La Familia, Finca los laureles, El Salvador",Fruchtig und dunkle Schokolade,https://kaffeezentrale.at/de/marken/cafe-tacuba/Finca-los-laureles-250.cfm
261,"drip roasters Rwanda Kamajumba, Espresso","Orange, Schwarztee, Schokolade",https://kaffeezentrale.at/de/marken/drip-roasters/Rwanda-Kamajumba-250.cfm
262,"MAME Kiaga, EspressorÃ¶stung",,https://kaffeezentrale.at/de/marken/mame/Kiaguthu-Espresso-250.cfm
263,"La Semeuse CaparaÃ³, Brasilien","Ausgewogen, rund und lieblich mit Noten von Honig und Melasse",https://kaffeezentrale.at/de/marken/la-semeuse/Caparao-250.cfm
264,Chicco d'Oro CaffÃ¨ Honduras,"WÃ¼rzig, blumig und fruchtig, sanften und weichen KÃ¶rper",https://kaffeezentrale.at/de/marken/chicco-doro/Caffe-Honduras-250.cfm
265,"CafÃ© Tacuba Mezcla de la casa, El Salvador",Hausmischung mit einem starken runden KÃ¶rper und komplexen fruchtigen Eigenschaften.,https://kaffeezentrale.at/de/marken/cafe-tacuba/Mezcla-de-la-casa-250.cfm
266,"Rast Plantation, RFA","SÃ¼ss, wÃ¼rzig, duftet nach gerÃ¶steten HaselnÃ¼ssen mit Aromen von Himbeeren und Schokolade.",https://kaffeezentrale.at/de/marken/rast/Plantation_250.cfm
267,Chicco d'Oro CaffÃ¨ India,"Schokolade, gerÃ¶stetes Brot, stark und vollmundig",https://kaffeezentrale.at/de/marken/chicco-doro/Caffe-India-250.cfm
268,Chicco d'Oro CaffÃ¨ PerÃ¹,"Malz, Zimt und Pekannuss, ausgewogen und vollmundig",https://kaffeezentrale.at/de/marken/chicco-doro/Caffe-Peru-250.cfm
269,"Ojo de Cafe Guatemala La Senda, EspressorÃ¶stung","SchÃ¶n sÃ¼sser, leicht fruchtiger und floraler Espresso.",https://kaffeezentrale.at/de/marken/ojo-de-cafe/Guatemala-La-Senda-Espresso-250.cfm
270,"Rast Antigua, La Ceiba","mittlerer KÃ¶rper, feinste, leichte SÃ¤ure und reichem Aroma nach HaselnÃ¼ssen bis zartbitterer Schokolade.",https://kaffeezentrale.at/de/marken/rast/Antigua_250.cfm
271,"Ojo de Cafe Brasil, EspressorÃ¶stung","Klassischer Espresso, voller KÃ¶rper, sÃ¼ss und kaum SÃ¤ure",https://kaffeezentrale.at/de/marken/ojo-de-cafe/Brasil-Espresso-250.cfm
272,Haenowitz & Page Guatemala Schwenderer,"Sehr Fruchtig, leicht sirupiges MundgefÃ¼hl, feine Balance, komplexe Aromavielfalt mit viel KÃ¶rper.",https://kaffeezentrale.at/de/marken/haenowitz-page/Guatemala-Schwenderer-250.cfm
273,Haenowitz & Page Equador,"Milde florale Note, karamellige Nuss, sahnige Schokolade, guter KÃ¶rper, feine Zuckerrohr- SÃ¼sse, sirupartiges MundgefÃ¼hl, langer Nachgeschmack mit einem Hauch Zitruszeste",https://kaffeezentrale.at/de/marken/haenowitz-page/Equador-250.cfm
274,"Rast Mandheling, Menagold, Gayo","wÃ¼rzig, blumig, leicht nussig und fruchtig, mittlerer KÃ¶rper und langanhaltender Abgang.",https://kaffeezentrale.at/de/marken/rast/Mandheling_250.cfm
275,Haenowitz & Page Ãthiopien,"Zitrus, Beeren, Bergamotte, florale Noten, lebendige SÃ¤ure, leichte SÃ¼sse, runder cremiger KÃ¶rper",https://kaffeezentrale.at/de/marken/haenowitz-page/Aethiopien-250.cfm
276,"Rast Limu, Ãthiopien","SÃ¼ss, fruchtig, blumig, Geschmack nach Aprikose, tropische FrÃ¼chte und Schwarztee",https://kaffeezentrale.at/de/marken/rast/Limu-250.cfm
277,"MAME Kiaga, FilterrÃ¶stung",,https://kaffeezentrale.at/de/marken/mame/Kiaguthu-Filter-250.cfm
278,Salimbene Deliziosa,"Stark, cremig, sÃ¼ss mit Haselnuss Noten",https://kaffeezentrale.at/de/marken/salimbene/Deliziosa-250.cfm
279,"La Semeuse Baba, Indien","Waldig, wÃ¼rzig, schokoladig, Malz, HaselnÃ¼sse und Schokolade",https://kaffeezentrale.at/de/marken/la-semeuse/Baba-250.cfm
280,GM CaffÃ¨ Nobile,"sÃ¼ss, samtig mit vollem Abgang",https://kaffeezentrale.at/de/marken/gm-caffe/Nobile_500.cfm
281,SchreyÃ¶gg CaffÃ¨ Crema,"cremig, aromatisch und weich",https://kaffeezentrale.at/de/marken/schreyoegg/Caffe-Crema-ESE-15.cfm
282,El Imposible Roasters Coral,Fruchtig mit Aromen von Grapefruit und Bittermandel,https://kaffeezentrale.at/de/marken/el-imposible-roasters/Coral-250.cfm
283,Jolly Venere,"SÃ¼ss, blumig, getrocknete FrÃ¼chte, bitterer Kakao mit einem mittleren KÃ¶rper",https://kaffeezentrale.at/de/marken/jolly/Venere- 150.cfm
284,Bristot Tiziano,"Ein edeler, cremiger & nussiger Kaffee der mit vollem KÃ¶rper Ã¼berzeugt",https://kaffeezentrale.at/de/marken/bristot/Tiziano_1000.cfm
285,Claro Lalitpur,"sÃ¼ss, fruchtig und wÃ¼rzig",https://kaffeezentrale.at/de/marken/claro/Lalitpur-500.cfm
286,CaffÃ¨ Vergnano Espresso,"Fruchtig, schokoladig, vollmundig mit einem langen Abgang",https://kaffeezentrale.at/de/marken/caffe-vergnano/Espresso_1000.cfm
287,CaffÃ¨ Vergnano Antica Bottega,"samtig, weich, ausgewogen mit Aromen von Bitterschokolade",https://kaffeezentrale.at/de/marken/caffe-vergnano/Antica-Bottega_1000.cfm
288,CaffÃ¨ Vergnano 100% Arabica Bio,"samtig, weich, ausgewogen mit Aromen von Bitterschokolade",https://kaffeezentrale.at/de/marken/caffe-vergnano/Arabica-Bio-1000.cfm
289,Casa del CaffÃ¨ Gran Aroma,"Nussig, schokoladig, cremig und aromatisch",https://kaffeezentrale.at/de/marken/casa-del-caffe/Gran-Aroma_1000.cfm
290,Diemme Miscela Blu,"schokoladig, cremig, harmonisch, lang anhaltend",https://kaffeezentrale.at/de/marken/diemme/Miscela-Blu-500.cfm
291,Diemme Miscela Aromatica,"Fruchtig, aromatisch mit Nuancen von Schokolade",https://kaffeezentrale.at/de/marken/diemme/Miscela-Aromatica-1000.cfm
292,GM CaffÃ¨ Incanto,"Sonderedition: SÃ¼ss, vollmundig mit Noten von Schokolade und Tabak",https://kaffeezentrale.at/de/marken/gm-caffe/Incanto-1000.cfm
293,"Vertical Coffee Ethiopia, Arsosala EspressorÃ¶stung","Erdbeeren, Pfirsich, Karamell, voller KÃ¶rper",https://kaffeezentrale.at/de/marken/vertical-coffee/Ethiopia-Arsosala-250.cfm
294,Haenowitz & Page Villain,"GemeingefÃ¤hrlich stark, tief, dunkel, intensiv mit dicke Crema",https://kaffeezentrale.at/de/marken/haenowitz-page/Villain-250.cfm
295,El Imposible Roasters Kobalt,Fruchtig mit Aromen von Grapefruit und Bittermandel,https://kaffeezentrale.at/de/marken/el-imposible-roasters/Kobalt-250.cfm
296,"Ojo de Cafe Colombia Barreras, EspressorÃ¶stung",Leicht fruchtige Espresso-RÃ¶stung. Klassisch und ausgewogen.,https://kaffeezentrale.at/de/marken/ojo-de-cafe/Colombia-Barreras-Espresso-250.cfm
